SMTSD	data	variable	value
Artery - Tibial	med_diff_adj	SLC25A6	-0.0876288659793814
Bladder	med_diff_adj	SLC25A6	0.0459986320109441
Brain - Amygdala	med_diff_adj	SLC25A6	-0.071087786259542
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	SLC25A6	-0.120940460081191
Brain - Caudate (basal ganglia)	med_diff_adj	SLC25A6	-0.174591099277292
Brain - Cerebellar Hemisphere	med_diff_adj	SLC25A6	-0.237899801868101
Brain - Cerebellum	med_diff_adj	SLC25A6	-0.240187463386057
Brain - Cortex	med_diff_adj	SLC25A6	-0.148159057437408
Brain - Frontal Cortex (BA9)	med_diff_adj	SLC25A6	-0.148258283772303
Brain - Hippocampus	med_diff_adj	SLC25A6	-0.17941478439425
Brain - Hypothalamus	med_diff_adj	SLC25A6	-0.145904023267087
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	SLC25A6	-0.18597609561753
Brain - Putamen (basal ganglia)	med_diff_adj	SLC25A6	-0.257490048187723
Brain - Spinal cord (cervical c-1)	med_diff_adj	SLC25A6	-0.010388839418225
Brain - Substantia nigra	med_diff_adj	SLC25A6	-0.124931656642974
Breast - Mammary Tissue	med_diff_adj	SLC25A6	0.0746282882195958
Cells - Cultured fibroblasts	med_diff_adj	SLC25A6	-0.0160284463894968
Cells - EBV-transformed lymphocytes	med_diff_adj	SLC25A6	-0.106501403180542
Colon - Sigmoid	med_diff_adj	SLC25A6	-0.0727926488214142
Colon - Transverse	med_diff_adj	SLC25A6	-0.0446479679450487
Esophagus - Gastroesophageal Junction	med_diff_adj	SLC25A6	-0.0722937749156702
Esophagus - Mucosa	med_diff_adj	SLC25A6	-0.0236082474226805
Esophagus - Muscularis	med_diff_adj	SLC25A6	-0.0768608414239482
Heart - Atrial Appendage	med_diff_adj	SLC25A6	0.010344827586207
Heart - Left Ventricle	med_diff_adj	SLC25A6	0.0477908025247971
Kidney - Cortex	med_diff_adj	SLC25A6	0.299199516689322
Kidney - Medulla	med_diff_adj	SLC25A6	-0.190182789073732
Liver	med_diff_adj	SLC25A6	0.0746213061832629
Lung	med_diff_adj	SLC25A6	-0.0402061855670103
Minor Salivary Gland	med_diff_adj	SLC25A6	-0.102681851579721
Muscle - Skeletal	med_diff_adj	SLC25A6	0.0624567713376677
Nerve - Tibial	med_diff_adj	SLC25A6	-0.0508431915429146
Pancreas	med_diff_adj	SLC25A6	-0.116879859543516
Pituitary	med_diff_adj	SLC25A6	-0.0963448922211808
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	SLC25A6	-0.0512965050732808
Skin - Sun Exposed (Lower leg)	med_diff_adj	SLC25A6	-0.0354576399394856
Small Intestine - Terminal Ileum	med_diff_adj	SLC25A6	0.0128764731558271
Spleen	med_diff_adj	SLC25A6	-0.060017086715079
Stomach	med_diff_adj	SLC25A6	-0.0715691536947576
Thyroid	med_diff_adj	SLC25A6	-0.130345394736842
Whole Blood	med_diff_adj	SLC25A6	-0.0577371695178849
Adipose - Subcutaneous	male_med	SLC25A6	541.4
Adipose - Visceral (Omentum)	male_med	SLC25A6	567.5
Adrenal Gland	male_med	SLC25A6	541.3
Artery - Aorta	male_med	SLC25A6	431.3
Artery - Coronary	male_med	SLC25A6	454.4
Artery - Tibial	male_med	SLC25A6	485
Bladder	male_med	SLC25A6	584.8
Brain - Amygdala	male_med	SLC25A6	209.6
Brain - Anterior cingulate cortex (BA24)	male_med	SLC25A6	295.6
Brain - Caudate (basal ganglia)	male_med	SLC25A6	262.9
Brain - Cerebellar Hemisphere	male_med	SLC25A6	353.3
Brain - Cerebellum	male_med	SLC25A6	341.4
Brain - Cortex	male_med	SLC25A6	339.5
Brain - Frontal Cortex (BA9)	male_med	SLC25A6	353.1
Brain - Hippocampus	male_med	SLC25A6	194.8
Brain - Hypothalamus	male_med	SLC25A6	206.3
Brain - Nucleus accumbens (basal ganglia)	male_med	SLC25A6	313.75
Brain - Putamen (basal ganglia)	male_med	SLC25A6	238.65
Brain - Spinal cord (cervical c-1)	male_med	SLC25A6	168.45
Brain - Substantia nigra	male_med	SLC25A6	182.9
Breast - Mammary Tissue	male_med	SLC25A6	524.6
Cells - Cultured fibroblasts	male_med	SLC25A6	914
Cells - EBV-transformed lymphocytes	male_med	SLC25A6	1069
Colon - Sigmoid	male_med	SLC25A6	625.75
Colon - Transverse	male_med	SLC25A6	524.1
Esophagus - Gastroesophageal Junction	male_med	SLC25A6	652.2
Esophagus - Mucosa	male_med	SLC25A6	485
Esophagus - Muscularis	male_med	SLC25A6	618
Heart - Atrial Appendage	male_med	SLC25A6	174
Heart - Left Ventricle	male_med	SLC25A6	110.9
Kidney - Cortex	male_med	SLC25A6	331.05
Kidney - Medulla	male_med	SLC25A6	486.9
Liver	male_med	SLC25A6	80.54
Lung	male_med	SLC25A6	485
Minor Salivary Gland	male_med	SLC25A6	544.4
Muscle - Skeletal	male_med	SLC25A6	72.29
Nerve - Tibial	male_med	SLC25A6	397.3
Pancreas	male_med	SLC25A6	398.7
Pituitary	male_med	SLC25A6	533.5
Skin - Not Sun Exposed (Suprapubic)	male_med	SLC25A6	532.2
Skin - Sun Exposed (Lower leg)	male_med	SLC25A6	528.8
Small Intestine - Terminal Ileum	male_med	SLC25A6	458.2
Spleen	male_med	SLC25A6	468.2
Stomach	male_med	SLC25A6	558.9
Thyroid	male_med	SLC25A6	729.6
Whole Blood	male_med	SLC25A6	257.2
Adipose - Subcutaneous	female_med	SLC25A6	503.25
Adipose - Visceral (Omentum)	female_med	SLC25A6	567.1
Adrenal Gland	female_med	SLC25A6	540.2
Artery - Aorta	female_med	SLC25A6	411.7
Artery - Coronary	female_med	SLC25A6	435.65
Artery - Tibial	female_med	SLC25A6	442.5
Bladder	female_med	SLC25A6	611.7
Brain - Amygdala	female_med	SLC25A6	194.7
Brain - Anterior cingulate cortex (BA24)	female_med	SLC25A6	259.85
Brain - Caudate (basal ganglia)	female_med	SLC25A6	217
Brain - Cerebellar Hemisphere	female_med	SLC25A6	269.25
Brain - Cerebellum	female_med	SLC25A6	259.4
Brain - Cortex	female_med	SLC25A6	289.2
Brain - Frontal Cortex (BA9)	female_med	SLC25A6	300.75
Brain - Hippocampus	female_med	SLC25A6	159.85
Brain - Hypothalamus	female_med	SLC25A6	176.2
Brain - Nucleus accumbens (basal ganglia)	female_med	SLC25A6	255.4
Brain - Putamen (basal ganglia)	female_med	SLC25A6	177.2
Brain - Spinal cord (cervical c-1)	female_med	SLC25A6	166.7
Brain - Substantia nigra	female_med	SLC25A6	160.05
Breast - Mammary Tissue	female_med	SLC25A6	563.75
Cells - Cultured fibroblasts	female_med	SLC25A6	899.35
Cells - EBV-transformed lymphocytes	female_med	SLC25A6	955.15
Colon - Sigmoid	female_med	SLC25A6	580.2
Colon - Transverse	female_med	SLC25A6	500.7
Esophagus - Gastroesophageal Junction	female_med	SLC25A6	605.05
Esophagus - Mucosa	female_med	SLC25A6	473.55
Esophagus - Muscularis	female_med	SLC25A6	570.5
Heart - Atrial Appendage	female_med	SLC25A6	175.8
Heart - Left Ventricle	female_med	SLC25A6	116.2
Kidney - Cortex	female_med	SLC25A6	430.1
Kidney - Medulla	female_med	SLC25A6	394.3
Liver	female_med	SLC25A6	86.55
Lung	female_med	SLC25A6	465.5
Minor Salivary Gland	female_med	SLC25A6	488.5
Muscle - Skeletal	female_med	SLC25A6	76.805
Nerve - Tibial	female_med	SLC25A6	377.1
Pancreas	female_med	SLC25A6	352.1
Pituitary	female_med	SLC25A6	482.1
Skin - Not Sun Exposed (Suprapubic)	female_med	SLC25A6	504.9
Skin - Sun Exposed (Lower leg)	female_med	SLC25A6	510.05
Small Intestine - Terminal Ileum	female_med	SLC25A6	464.1
Spleen	female_med	SLC25A6	440.1
Stomach	female_med	SLC25A6	518.9
Thyroid	female_med	SLC25A6	634.5
Whole Blood	female_med	SLC25A6	242.35
Adipose - Subcutaneous	med_diff_adj	ASMTL	-0.173795944233206
Adipose - Visceral (Omentum)	med_diff_adj	ASMTL	-0.12646420824295
Adrenal Gland	med_diff_adj	ASMTL	-0.0637727759914256
Artery - Aorta	med_diff_adj	ASMTL	-0.054642166344294
Artery - Coronary	med_diff_adj	ASMTL	-0.0829138288421677
Artery - Tibial	med_diff_adj	ASMTL	-0.0728674459089779
Bladder	med_diff_adj	ASMTL	-0.033047288661676
Brain - Amygdala	med_diff_adj	ASMTL	-0.0385906040268456
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	ASMTL	-0.183018867924528
Brain - Caudate (basal ganglia)	med_diff_adj	ASMTL	-0.175609756097561
Brain - Cerebellar Hemisphere	med_diff_adj	ASMTL	-0.447147651006711
Brain - Cerebellum	med_diff_adj	ASMTL	-0.342210871944546
Brain - Cortex	med_diff_adj	ASMTL	-0.270666036844592
Brain - Frontal Cortex (BA9)	med_diff_adj	ASMTL	-0.264733840304183
Brain - Hippocampus	med_diff_adj	ASMTL	-0.228487394957983
Brain - Hypothalamus	med_diff_adj	ASMTL	-0.286627597229622
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	ASMTL	-0.222157940410761
Brain - Putamen (basal ganglia)	med_diff_adj	ASMTL	-0.184093763080787
Brain - Spinal cord (cervical c-1)	med_diff_adj	ASMTL	-0.16484746711447
Brain - Substantia nigra	med_diff_adj	ASMTL	-0.125797306874557
Breast - Mammary Tissue	med_diff_adj	ASMTL	0.0333097094259391
Cells - Cultured fibroblasts	med_diff_adj	ASMTL	-0.000856653340948062
Cells - EBV-transformed lymphocytes	med_diff_adj	ASMTL	-0.104657416370872
Colon - Sigmoid	med_diff_adj	ASMTL	-0.0363896392817416
Colon - Transverse	med_diff_adj	ASMTL	-0.113569321533923
Esophagus - Gastroesophageal Junction	med_diff_adj	ASMTL	-0.0174177053371684
Esophagus - Mucosa	med_diff_adj	ASMTL	-0.0325396825396824
Esophagus - Muscularis	med_diff_adj	ASMTL	-0.0162404975812025
Heart - Atrial Appendage	med_diff_adj	ASMTL	-0.0724312184166196
Heart - Left Ventricle	med_diff_adj	ASMTL	-0.115232833464878
Kidney - Cortex	med_diff_adj	ASMTL	0.0180142438206954
Kidney - Medulla	med_diff_adj	ASMTL	-0.173824130879346
Liver	med_diff_adj	ASMTL	-0.0355665839536807
Lung	med_diff_adj	ASMTL	-0.0835899692036956
Minor Salivary Gland	med_diff_adj	ASMTL	-0.0465337132003799
Muscle - Skeletal	med_diff_adj	ASMTL	-0.130895091434071
Nerve - Tibial	med_diff_adj	ASMTL	-0.0727746094718572
Pancreas	med_diff_adj	ASMTL	-0.115819812126388
Pituitary	med_diff_adj	ASMTL	-0.114722222222222
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	ASMTL	-0.0344969199178645
Skin - Sun Exposed (Lower leg)	med_diff_adj	ASMTL	-0.0206732528357116
Small Intestine - Terminal Ileum	med_diff_adj	ASMTL	-0.134610944354653
Spleen	med_diff_adj	ASMTL	-0.105642256902761
Stomach	med_diff_adj	ASMTL	-0.105215281989084
Thyroid	med_diff_adj	ASMTL	-0.142377756471716
Whole Blood	med_diff_adj	ASMTL	-0.0635276532137518
Adipose - Subcutaneous	male_med	ASMTL	31.56
Adipose - Visceral (Omentum)	male_med	ASMTL	23.05
Adrenal Gland	male_med	ASMTL	18.66
Artery - Aorta	male_med	ASMTL	41.36
Artery - Coronary	male_med	ASMTL	33.77
Artery - Tibial	male_med	ASMTL	40.21
Bladder	male_med	ASMTL	27.385
Brain - Amygdala	male_med	ASMTL	11.92
Brain - Anterior cingulate cortex (BA24)	male_med	ASMTL	15.9
Brain - Caudate (basal ganglia)	male_med	ASMTL	14.35
Brain - Cerebellar Hemisphere	male_med	ASMTL	29.8
Brain - Cerebellum	male_med	ASMTL	27.41
Brain - Cortex	male_med	ASMTL	21.17
Brain - Frontal Cortex (BA9)	male_med	ASMTL	21.04
Brain - Hippocampus	male_med	ASMTL	11.9
Brain - Hypothalamus	male_med	ASMTL	18.77
Brain - Nucleus accumbens (basal ganglia)	male_med	ASMTL	17.285
Brain - Putamen (basal ganglia)	male_med	ASMTL	11.945
Brain - Spinal cord (cervical c-1)	male_med	ASMTL	17.865
Brain - Substantia nigra	male_med	ASMTL	14.11
Breast - Mammary Tissue	male_med	ASMTL	28.22
Cells - Cultured fibroblasts	male_med	ASMTL	35.02
Cells - EBV-transformed lymphocytes	male_med	ASMTL	46.485
Colon - Sigmoid	male_med	ASMTL	31.465
Colon - Transverse	male_med	ASMTL	20.34
Esophagus - Gastroesophageal Junction	male_med	ASMTL	31.29
Esophagus - Mucosa	male_med	ASMTL	12.6
Esophagus - Muscularis	male_med	ASMTL	28.94
Heart - Atrial Appendage	male_med	ASMTL	17.81
Heart - Left Ventricle	male_med	ASMTL	12.67
Kidney - Cortex	male_med	ASMTL	11.935
Kidney - Medulla	male_med	ASMTL	14.67
Liver	male_med	ASMTL	12.09
Lung	male_med	ASMTL	22.73
Minor Salivary Gland	male_med	ASMTL	21.06
Muscle - Skeletal	male_med	ASMTL	10.39
Nerve - Tibial	male_med	ASMTL	40.33
Pancreas	male_med	ASMTL	9.368
Pituitary	male_med	ASMTL	36
Skin - Not Sun Exposed (Suprapubic)	male_med	ASMTL	24.35
Skin - Sun Exposed (Lower leg)	male_med	ASMTL	27.33
Small Intestine - Terminal Ileum	male_med	ASMTL	21.655
Spleen	male_med	ASMTL	24.99
Stomach	male_med	ASMTL	16.49
Thyroid	male_med	ASMTL	41.72
Whole Blood	male_med	ASMTL	13.38
Adipose - Subcutaneous	female_med	ASMTL	26.075
Adipose - Visceral (Omentum)	female_med	ASMTL	20.135
Adrenal Gland	female_med	ASMTL	17.47
Artery - Aorta	female_med	ASMTL	39.1
Artery - Coronary	female_med	ASMTL	30.97
Artery - Tibial	female_med	ASMTL	37.28
Bladder	female_med	ASMTL	26.48
Brain - Amygdala	female_med	ASMTL	11.46
Brain - Anterior cingulate cortex (BA24)	female_med	ASMTL	12.99
Brain - Caudate (basal ganglia)	female_med	ASMTL	11.83
Brain - Cerebellar Hemisphere	female_med	ASMTL	16.475
Brain - Cerebellum	female_med	ASMTL	18.03
Brain - Cortex	female_med	ASMTL	15.44
Brain - Frontal Cortex (BA9)	female_med	ASMTL	15.47
Brain - Hippocampus	female_med	ASMTL	9.181
Brain - Hypothalamus	female_med	ASMTL	13.39
Brain - Nucleus accumbens (basal ganglia)	female_med	ASMTL	13.445
Brain - Putamen (basal ganglia)	female_med	ASMTL	9.746
Brain - Spinal cord (cervical c-1)	female_med	ASMTL	14.92
Brain - Substantia nigra	female_med	ASMTL	12.335
Breast - Mammary Tissue	female_med	ASMTL	29.16
Cells - Cultured fibroblasts	female_med	ASMTL	34.99
Cells - EBV-transformed lymphocytes	female_med	ASMTL	41.62
Colon - Sigmoid	female_med	ASMTL	30.32
Colon - Transverse	female_med	ASMTL	18.03
Esophagus - Gastroesophageal Junction	female_med	ASMTL	30.745
Esophagus - Mucosa	female_med	ASMTL	12.19
Esophagus - Muscularis	female_med	ASMTL	28.47
Heart - Atrial Appendage	female_med	ASMTL	16.52
Heart - Left Ventricle	female_med	ASMTL	11.21
Kidney - Cortex	female_med	ASMTL	12.15
Kidney - Medulla	female_med	ASMTL	12.12
Liver	female_med	ASMTL	11.66
Lung	female_med	ASMTL	20.83
Minor Salivary Gland	female_med	ASMTL	20.08
Muscle - Skeletal	female_med	ASMTL	9.03
Nerve - Tibial	female_med	ASMTL	37.395
Pancreas	female_med	ASMTL	8.283
Pituitary	female_med	ASMTL	31.87
Skin - Not Sun Exposed (Suprapubic)	female_med	ASMTL	23.51
Skin - Sun Exposed (Lower leg)	female_med	ASMTL	26.765
Small Intestine - Terminal Ileum	female_med	ASMTL	18.74
Spleen	female_med	ASMTL	22.35
Stomach	female_med	ASMTL	14.755
Thyroid	female_med	ASMTL	35.78
Whole Blood	female_med	ASMTL	12.53
Adipose - Subcutaneous	med_diff_adj	P2RY8	-0.297496984318456
Adipose - Visceral (Omentum)	med_diff_adj	P2RY8	-0.353143685450263
Adrenal Gland	med_diff_adj	P2RY8	-0.309628610729023
Artery - Aorta	med_diff_adj	P2RY8	-0.215458937198068
Artery - Coronary	med_diff_adj	P2RY8	-0.470368776008036
Artery - Tibial	med_diff_adj	P2RY8	-0.44994994994995
Bladder	med_diff_adj	P2RY8	-0.31443891229414
Brain - Amygdala	med_diff_adj	P2RY8	0.0120776224725199
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	P2RY8	-0.100480352783684
Brain - Caudate (basal ganglia)	med_diff_adj	P2RY8	-0.0853491556366956
Brain - Cerebellar Hemisphere	med_diff_adj	P2RY8	-0.0304325525730895
Brain - Cerebellum	med_diff_adj	P2RY8	-0.0311903246339913
Brain - Cortex	med_diff_adj	P2RY8	-0.171787072243346
Brain - Frontal Cortex (BA9)	med_diff_adj	P2RY8	0.0261432269197585
Brain - Hippocampus	med_diff_adj	P2RY8	-0.185237757274663
Brain - Hypothalamus	med_diff_adj	P2RY8	-0.157335223245925
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	P2RY8	0.055053547523427
Brain - Putamen (basal ganglia)	med_diff_adj	P2RY8	-0.139579826694096
Brain - Spinal cord (cervical c-1)	med_diff_adj	P2RY8	-0.0255336961071578
Brain - Substantia nigra	med_diff_adj	P2RY8	0.126889419252188
Breast - Mammary Tissue	med_diff_adj	P2RY8	-0.352391130109538
Cells - Cultured fibroblasts	med_diff_adj	P2RY8	-0.0454113171659533
Cells - EBV-transformed lymphocytes	med_diff_adj	P2RY8	-0.0614775571985795
Colon - Sigmoid	med_diff_adj	P2RY8	-0.205781142463868
Colon - Transverse	med_diff_adj	P2RY8	-0.272278971468827
Esophagus - Gastroesophageal Junction	med_diff_adj	P2RY8	-0.315377313716184
Esophagus - Mucosa	med_diff_adj	P2RY8	-0.258879363135334
Esophagus - Muscularis	med_diff_adj	P2RY8	-0.344225770516153
Heart - Atrial Appendage	med_diff_adj	P2RY8	-0.248726655348047
Heart - Left Ventricle	med_diff_adj	P2RY8	-0.394126284875184
Kidney - Cortex	med_diff_adj	P2RY8	-0.0519282168766704
Kidney - Medulla	med_diff_adj	P2RY8	-0.628311082856537
Liver	med_diff_adj	P2RY8	-0.0329691767460007
Lung	med_diff_adj	P2RY8	-0.0642451198418581
Minor Salivary Gland	med_diff_adj	P2RY8	-0.247164646069613
Muscle - Skeletal	med_diff_adj	P2RY8	-0.413841648834328
Nerve - Tibial	med_diff_adj	P2RY8	-0.278635458167331
Pancreas	med_diff_adj	P2RY8	-0.247697031729785
Pituitary	med_diff_adj	P2RY8	-0.223300970873786
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	P2RY8	-0.10524109014675
Skin - Sun Exposed (Lower leg)	med_diff_adj	P2RY8	-0.197210782478472
Small Intestine - Terminal Ileum	med_diff_adj	P2RY8	0.503856041131105
Spleen	med_diff_adj	P2RY8	-0.062556013622513
Stomach	med_diff_adj	P2RY8	-0.231528482797518
Thyroid	med_diff_adj	P2RY8	-0.161904761904762
Whole Blood	med_diff_adj	P2RY8	-0.0273333333333334
Adipose - Subcutaneous	male_med	P2RY8	3.316
Adipose - Visceral (Omentum)	male_med	P2RY8	5.519
Adrenal Gland	male_med	P2RY8	7.27
Artery - Aorta	male_med	P2RY8	2.07
Artery - Coronary	male_med	P2RY8	3.4845
Artery - Tibial	male_med	P2RY8	1.998
Bladder	male_med	P2RY8	2.611
Brain - Amygdala	male_med	P2RY8	0.07369
Brain - Anterior cingulate cortex (BA24)	male_med	P2RY8	0.063495
Brain - Caudate (basal ganglia)	male_med	P2RY8	0.08764
Brain - Cerebellar Hemisphere	male_med	P2RY8	0.05849
Brain - Cerebellum	male_med	P2RY8	0.070695
Brain - Cortex	male_med	P2RY8	0.06575
Brain - Frontal Cortex (BA9)	male_med	P2RY8	0.05795
Brain - Hippocampus	male_med	P2RY8	0.1409
Brain - Hypothalamus	male_med	P2RY8	0.1411
Brain - Nucleus accumbens (basal ganglia)	male_med	P2RY8	0.05976
Brain - Putamen (basal ganglia)	male_med	P2RY8	0.080205
Brain - Spinal cord (cervical c-1)	male_med	P2RY8	0.35835
Brain - Substantia nigra	male_med	P2RY8	0.1257
Breast - Mammary Tissue	male_med	P2RY8	3.743
Cells - Cultured fibroblasts	male_med	P2RY8	0.02103
Cells - EBV-transformed lymphocytes	male_med	P2RY8	85.885
Colon - Sigmoid	male_med	P2RY8	1.453
Colon - Transverse	male_med	P2RY8	2.839
Esophagus - Gastroesophageal Junction	male_med	P2RY8	2.107
Esophagus - Mucosa	male_med	P2RY8	0.9798
Esophagus - Muscularis	male_med	P2RY8	2.693
Heart - Atrial Appendage	male_med	P2RY8	1.767
Heart - Left Ventricle	male_med	P2RY8	1.7025
Kidney - Cortex	male_med	P2RY8	2.619
Kidney - Medulla	male_med	P2RY8	4.719
Liver	male_med	P2RY8	0.5126
Lung	male_med	P2RY8	4.047
Minor Salivary Gland	male_med	P2RY8	2.557
Muscle - Skeletal	male_med	P2RY8	0.8879
Nerve - Tibial	male_med	P2RY8	2.008
Pancreas	male_med	P2RY8	0.7816
Pituitary	male_med	P2RY8	3.5535
Skin - Not Sun Exposed (Suprapubic)	male_med	P2RY8	0.477
Skin - Sun Exposed (Lower leg)	male_med	P2RY8	0.5342
Small Intestine - Terminal Ileum	male_med	P2RY8	7.002
Spleen	male_med	P2RY8	27.895
Stomach	male_med	P2RY8	1.773
Thyroid	male_med	P2RY8	17.325
Whole Blood	male_med	P2RY8	22.5
Adipose - Subcutaneous	female_med	P2RY8	2.3295
Adipose - Visceral (Omentum)	female_med	P2RY8	3.57
Adrenal Gland	female_med	P2RY8	5.019
Artery - Aorta	female_med	P2RY8	1.624
Artery - Coronary	female_med	P2RY8	1.8455
Artery - Tibial	female_med	P2RY8	1.099
Bladder	female_med	P2RY8	1.79
Brain - Amygdala	female_med	P2RY8	0.07458
Brain - Anterior cingulate cortex (BA24)	female_med	P2RY8	0.057115
Brain - Caudate (basal ganglia)	female_med	P2RY8	0.08016
Brain - Cerebellar Hemisphere	female_med	P2RY8	0.05671
Brain - Cerebellum	female_med	P2RY8	0.06849
Brain - Cortex	female_med	P2RY8	0.054455
Brain - Frontal Cortex (BA9)	female_med	P2RY8	0.059465
Brain - Hippocampus	female_med	P2RY8	0.1148
Brain - Hypothalamus	female_med	P2RY8	0.1189
Brain - Nucleus accumbens (basal ganglia)	female_med	P2RY8	0.06305
Brain - Putamen (basal ganglia)	female_med	P2RY8	0.06901
Brain - Spinal cord (cervical c-1)	female_med	P2RY8	0.3492
Brain - Substantia nigra	female_med	P2RY8	0.14165
Breast - Mammary Tissue	female_med	P2RY8	2.424
Cells - Cultured fibroblasts	female_med	P2RY8	0.020075
Cells - EBV-transformed lymphocytes	female_med	P2RY8	80.605
Colon - Sigmoid	female_med	P2RY8	1.154
Colon - Transverse	female_med	P2RY8	2.066
Esophagus - Gastroesophageal Junction	female_med	P2RY8	1.4425
Esophagus - Mucosa	female_med	P2RY8	0.72615
Esophagus - Muscularis	female_med	P2RY8	1.766
Heart - Atrial Appendage	female_med	P2RY8	1.3275
Heart - Left Ventricle	female_med	P2RY8	1.0315
Kidney - Cortex	female_med	P2RY8	2.483
Kidney - Medulla	female_med	P2RY8	1.754
Liver	female_med	P2RY8	0.4957
Lung	female_med	P2RY8	3.787
Minor Salivary Gland	female_med	P2RY8	1.925
Muscle - Skeletal	female_med	P2RY8	0.52045
Nerve - Tibial	female_med	P2RY8	1.4485
Pancreas	female_med	P2RY8	0.588
Pituitary	female_med	P2RY8	2.76
Skin - Not Sun Exposed (Suprapubic)	female_med	P2RY8	0.4268
Skin - Sun Exposed (Lower leg)	female_med	P2RY8	0.42885
Small Intestine - Terminal Ileum	female_med	P2RY8	10.53
Spleen	female_med	P2RY8	26.15
Stomach	female_med	P2RY8	1.3625
Thyroid	female_med	P2RY8	14.52
Whole Blood	female_med	P2RY8	21.885
Adipose - Subcutaneous	med_diff_adj	AKAP17A	-0.0887596899224806
Adipose - Visceral (Omentum)	med_diff_adj	AKAP17A	-0.171472337358083
Adrenal Gland	med_diff_adj	AKAP17A	-0.169385194479297
Artery - Aorta	med_diff_adj	AKAP17A	-0.037344398340249
Artery - Coronary	med_diff_adj	AKAP17A	-0.0752611373984465
Artery - Tibial	med_diff_adj	AKAP17A	-0.0460039351634968
Bladder	med_diff_adj	AKAP17A	-0.096930393428448
Brain - Amygdala	med_diff_adj	AKAP17A	0.13355592654424
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	AKAP17A	-0.0691631639281621
Brain - Caudate (basal ganglia)	med_diff_adj	AKAP17A	-0.105544422177689
Brain - Cerebellar Hemisphere	med_diff_adj	AKAP17A	-0.22931654676259
Brain - Cerebellum	med_diff_adj	AKAP17A	-0.157490130895491
Brain - Cortex	med_diff_adj	AKAP17A	-0.157585720995773
Brain - Frontal Cortex (BA9)	med_diff_adj	AKAP17A	-0.0564191134139321
Brain - Hippocampus	med_diff_adj	AKAP17A	-0.104696673189824
Brain - Hypothalamus	med_diff_adj	AKAP17A	-0.0191419141914192
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	AKAP17A	-0.0750760906323977
Brain - Putamen (basal ganglia)	med_diff_adj	AKAP17A	-0.0484104046242775
Brain - Spinal cord (cervical c-1)	med_diff_adj	AKAP17A	-0.0340909090909092
Brain - Substantia nigra	med_diff_adj	AKAP17A	-0.0380503144654088
Breast - Mammary Tissue	med_diff_adj	AKAP17A	0.103831529687043
Cells - Cultured fibroblasts	med_diff_adj	AKAP17A	0.0118413262285376
Cells - EBV-transformed lymphocytes	med_diff_adj	AKAP17A	-0.0216167885131227
Colon - Sigmoid	med_diff_adj	AKAP17A	-0.0616146100017069
Colon - Transverse	med_diff_adj	AKAP17A	-0.0636363636363636
Esophagus - Gastroesophageal Junction	med_diff_adj	AKAP17A	-0.152001410685946
Esophagus - Mucosa	med_diff_adj	AKAP17A	-0.0536467751657627
Esophagus - Muscularis	med_diff_adj	AKAP17A	-0.11022230490187
Heart - Atrial Appendage	med_diff_adj	AKAP17A	-0.134037367993501
Heart - Left Ventricle	med_diff_adj	AKAP17A	-0.0574378831881252
Kidney - Cortex	med_diff_adj	AKAP17A	0.384590534647068
Kidney - Medulla	med_diff_adj	AKAP17A	-0.357357357357357
Liver	med_diff_adj	AKAP17A	0.0430871212121212
Lung	med_diff_adj	AKAP17A	-0.105364394101304
Minor Salivary Gland	med_diff_adj	AKAP17A	-0.0525628468821417
Muscle - Skeletal	med_diff_adj	AKAP17A	-0.0158917010005886
Nerve - Tibial	med_diff_adj	AKAP17A	-0.0830353151542243
Pancreas	med_diff_adj	AKAP17A	-0.095795508838987
Pituitary	med_diff_adj	AKAP17A	-0.162223626026532
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	AKAP17A	-0.0186207984850876
Skin - Sun Exposed (Lower leg)	med_diff_adj	AKAP17A	-0.00242483026188165
Small Intestine - Terminal Ileum	med_diff_adj	AKAP17A	0.0149892933618843
Spleen	med_diff_adj	AKAP17A	-0.102573666542335
Stomach	med_diff_adj	AKAP17A	-0.0617738187451587
Thyroid	med_diff_adj	AKAP17A	-0.0677290836653386
Whole Blood	med_diff_adj	AKAP17A	0.0103618141668083
Adipose - Subcutaneous	male_med	AKAP17A	64.5
Adipose - Visceral (Omentum)	male_med	AKAP17A	55.49
Adrenal Gland	male_med	AKAP17A	55.79
Artery - Aorta	male_med	AKAP17A	57.84
Artery - Coronary	male_med	AKAP17A	56.005
Artery - Tibial	male_med	AKAP17A	53.365
Bladder	male_med	AKAP17A	57.825
Brain - Amygdala	male_med	AKAP17A	11.98
Brain - Anterior cingulate cortex (BA24)	male_med	AKAP17A	13.085
Brain - Caudate (basal ganglia)	male_med	AKAP17A	14.97
