Gene	Tissue	mean_ASE
DNASE1L1	Stomach	0
MAOA	Stomach	0
IRAK1	Stomach	0
TIMP1	Stomach	0.00842362017130864
ACOT9	Stomach	0
GABRE	Stomach	0
NAP1L3	Stomach	0
APOO	Stomach	0
TBL1X	Stomach	0.0185185185185185
MAP7D3	Stomach	0
ZBTB33	Stomach	0
ELK1	Stomach	0
NAA10	Stomach	0.0868347338935574
FHL1	Stomach	0.0059741304633714
RBBP7	Stomach	0.0159574468085106
CLIC2	Stomach	0.0416666666666667
IL3RA	Stomach	0.46551724137931
BEX4	Stomach	0
SRPK3	Stomach	0
TIMM17B	Stomach	0.00223214285714285
CHRDL1	Stomach	0
PDK3	Stomach	0
TSR2	Stomach	0
DMD	Stomach	0
GDI1	Stomach	0
SMC1A	Stomach	0.0476190476190476
MPP1	Stomach	0
USP9X	Stomach	0.0967741935483871
NLGN4X	Stomach	0.3
ATP6AP1	Stomach	0.00230414746543779
ELF4	Stomach	0
NSDHL	Stomach	0
FTX	Stomach	0.0114942528735632
PDZD4	Stomach	0
F8	Stomach	0
TCEANC	Stomach	0.115384615384616
LDOC1	Stomach	0
SPIN3	Stomach	0
ASMTL-AS1	Stomach	0.470588235294118
XPNPEP2	Stomach	0
RBM3	Stomach	0
STS	Stomach	0.307692307692308
HCFC1	Stomach	0.0587006079027356
UBA1	Stomach	0.0858895705521472
LRCH2	Stomach	0
ZC4H2	Stomach	0
SLC25A43	Stomach	0
BGN	Stomach	0.0106382978723404
ZNF75D	Stomach	0
PLXNB3	Stomach	0.00263157894736842
NAP1L2	Stomach	0
CXorf38	Stomach	0
IDS	Stomach	0.0322580645161291
PIR	Stomach	0
SSR4	Stomach	0
MORC4	Stomach	0
NONO	Stomach	0
RAB11FIP1P1	Stomach	0
PPP2R3B	Stomach	0.472463768115942
FAM199X	Stomach	0
INE1	Stomach	0.0909090909090909
HUWE1	Stomach	0
GRIPAP1	Stomach	0.0138888888888889
ZBED1	Stomach	0.39669252756227
ZNF449	Stomach	0
ZRSR2	Stomach	0.241379310344828
DLG3	Stomach	0.0119047619047619
ARHGAP4	Stomach	0.01
RTL8A	Stomach	0
MBTPS2	Stomach	0
HS6ST2	Stomach	0
WDR13	Stomach	0
MED12	Stomach	0
COL4A6	Stomach	0.00446428571428571
TCEAL4	Stomach	0.00177619893428064
ZDHHC9	Stomach	0
TMSB4X	Stomach	0.00081766148814391
DDX3X	Stomach	0.323994419902348
SLC25A6	Stomach	0.44490761658097
MIR503HG	Stomach	0
REPS2	Stomach	0
KLF8	Stomach	0
RBMX	Stomach	0
APOOL	Stomach	0
SLC25A5	Stomach	0.00334058599101721
EIF2S3	Stomach	0.163551401869159
MAGED1	Stomach	0
SMS	Stomach	0
STEEP1	Stomach	0
PHF8	Stomach	0
GSPT2	Stomach	0
VMA21	Stomach	0
TAFAZZIN	Stomach	0
TMEM187	Stomach	0.04
RPS4X	Stomach	0.1
XIST	Stomach	0
STARD8	Stomach	0
AP1S2	Stomach	0.0555555555555556
GPM6B	Stomach	0.189189189189189
ATP6AP2	Stomach	0.00574712643678161
OFD1	Stomach	0
PCSK1N	Stomach	0.0217391304347826
RNF113A	Stomach	0
KLHL4	Stomach	0
ARHGAP6	Stomach	0
EMD	Stomach	0
LAMP2	Stomach	0
SMIM10	Stomach	0
PNPLA4	Stomach	0
SPIN4	Stomach	0
ASMTL	Stomach	0.446540880503145
XIAP	Stomach	0
TMEM47	Stomach	0
MECP2	Stomach	0
PHKA2	Stomach	0
HNRNPH2	Stomach	0
TRMT2B	Thyroid	0.1
WWC3	Thyroid	0
AKAP17A	Thyroid	0.481763925729443
RENBP	Thyroid	0.0869565217391304
F8	Thyroid	0
ELK1	Thyroid	0
BEX4	Thyroid	0.0227272727272727
FAM3A	Thyroid	0.0189027606822578
OCRL	Thyroid	0.00943396226415095
FTX	Thyroid	0.0284745762711864
IL3RA	Thyroid	0.36
USP9X	Thyroid	0.125
ACOT9	Thyroid	0
ZXDB	Thyroid	0
ZBTB33	Thyroid	0
USP11	Thyroid	0
GTPBP6	Thyroid	0.426947040498442
TIMM17B	Thyroid	0
PLCXD1	Thyroid	0.28125
EOLA1-DT	Thyroid	0
NSDHL	Thyroid	0.0172413793103449
SLC25A43	Thyroid	0
APOO	Thyroid	0
PIR	Thyroid	0
TSPAN6	Thyroid	0.00704225352112675
ZNF449	Thyroid	0.0263157894736842
BCORL1	Thyroid	0
MPP1	Thyroid	0.0909090909090909
DNASE1L1	Thyroid	0.00403225806451613
TBL1X	Thyroid	0.03125
ZNF75D	Thyroid	0
ATP6AP1	Thyroid	0.00462962962962963
SMC1A	Thyroid	0.166666666666666
CLIC2	Thyroid	0
SNX12	Thyroid	0
RBBP7	Thyroid	0
TIMP1	Thyroid	0.0194552529182879
PDK3	Thyroid	0.222222222222222
ZRSR2	Thyroid	0.19047619047619
MAOA	Thyroid	0.014898894209239
TMEM164	Thyroid	0
SSR4	Thyroid	0
CHRDL1	Thyroid	0.0277777777777778
NAA10	Thyroid	0.0718954248366014
GDI1	Thyroid	0.0119047619047619
ASMTL-AS1	Thyroid	0.326923076923077
TBC1D25	Thyroid	0
PPP2R3B	Thyroid	0.291666666666667
IRAK1	Thyroid	0
VMA21	Thyroid	0
NONO	Thyroid	0
TSR2	Thyroid	0
SLC35A2	Thyroid	0
ARHGAP6	Thyroid	0
IDS	Thyroid	0.0298573975044564
TMEM187	Thyroid	0.0294117647058823
GABRE	Thyroid	0
WDR13	Thyroid	0
MED12	Thyroid	0
EIF2S3	Thyroid	0.244444444444444
TAFAZZIN	Thyroid	0.0116279069767442
STEEP1	Thyroid	0
GAB3	Thyroid	0
TMSB4X	Thyroid	0.0504050405040504
RBMX	Thyroid	0
LDOC1	Thyroid	0.00238095238095238
PRKX	Thyroid	0.274418604651163
XIST	Thyroid	0
BGN	Thyroid	0.0158730158730159
LINC01186	Thyroid	0
BEX2	Thyroid	0
ATP6AP2	Thyroid	0.0202020202020202
SLC25A5	Thyroid	0.0177853828005496
FLNA	Thyroid	0.0714285714285714
DLG3	Thyroid	0
UBA1	Thyroid	0.0776699029126214
XIAP	Thyroid	0.0086206896551724
TCEAL4	Thyroid	0.0119424054206663
P2RY8	Thyroid	0.4
MAP7D3	Thyroid	0
FHL1	Thyroid	0.045271283526317
RTL8A	Thyroid	0
APOOL	Thyroid	0
HNRNPH2	Thyroid	0
CXorf38	Thyroid	0.0102040816326531
GRIPAP1	Thyroid	0.0163934426229508
STARD8	Thyroid	0
ZBED1	Thyroid	0.412280701754386
MECP2	Thyroid	0.0454545454545454
VBP1	Thyroid	0.0526315789473684
MIR503HG	Thyroid	0.0476190476190476
MORC4	Thyroid	0
RBM3	Thyroid	0.0569419237749547
OFD1	Thyroid	0.25
LAMP2	Thyroid	0.0202020202020202
SLC25A6	Thyroid	0.404867747258002
ASMTL	Thyroid	0.346153846153846
SMIM10	Thyroid	0
PHKA2	Thyroid	0
TRMT2B	Uterus	0
IRAK1	Uterus	0.025
SMC1A	Uterus	0.0535714285714286
LINC01560	Uterus	0
CA5B	Uterus	0.2
IL3RA	Uterus	0.40625
INE1	Uterus	0.142857142857143
SPIN3	Uterus	0
DMD	Uterus	0
GPC4	Uterus	0
ZNF275	Uterus	0
GPM6B	Uterus	0.2
CCDC22	Uterus	0
ZDHHC9	Uterus	0
ZBED1	Uterus	0.369565217391304
WWC3	Uterus	0
PDZD4	Uterus	0
TBC1D25	Uterus	0
RBBP7	Uterus	0.00909090909090909
KLF8	Uterus	0
CHRDL1	Uterus	0
RENBP	Uterus	0
NSDHL	Uterus	0
MMGT1	Uterus	0
FHL1	Uterus	0.00187617260787992
SLC35A2	Uterus	0
DNASE1L1	Uterus	0.0333333333333333
GAB3	Uterus	0
PUDP	Uterus	0.230769230769231
AKAP17A	Uterus	0.428571428571429
CD99	Uterus	0.318181818181818
SPIN4	Uterus	0
PRKX	Uterus	0.222222222222222
REPS2	Uterus	0
AMOT	Uterus	0
TMEM187	Uterus	0
GDI1	Uterus	0.00278551532033426
CLIC2	Uterus	0
TSR2	Uterus	0
STS	Uterus	0.272727272727273
GTPBP6	Uterus	0.304
TBL1X	Uterus	0
NAA10	Uterus	0
ZXDB	Uterus	0
ELF4	Uterus	0
TIMM17B	Uterus	0.00892857142857143
MAP7D3	Uterus	0
FRMPD3	Uterus	0
PHF6	Uterus	0
PLCXD1	Uterus	0.476190476190476
TMSB4X	Uterus	0.0010932944606414
OPHN1	Uterus	0
P2RY8	Uterus	0.125
APOO	Uterus	0
SLC25A6	Uterus	0.466666666666667
TIMP1	Uterus	0.00430416068866571
TAF1	Uterus	0
SLC25A43	Uterus	0
BCORL1	Uterus	0
LINC00685	Uterus	0.363636363636364
EOLA1-DT	Uterus	0
RTL8A	Uterus	0
BGN	Uterus	0
LRCH2	Uterus	0
ASMTL-AS1	Uterus	0.333333333333333
PDK3	Uterus	0
WDR13	Uterus	0
CXorf38	Uterus	0
ZC4H2	Uterus	0
OCRL	Uterus	0
RPS6KA3	Uterus	0
GABRE	Uterus	0
SNX12	Uterus	0
TCEAL4	Uterus	0.00111919418019026
RBM41	Uterus	0
USP11	Uterus	0.00452488687782805
MID1	Uterus	0
ZRSR2	Uterus	0.217948717948718
RPL10	Uterus	0
COL4A6	Uterus	0
FAM199X	Uterus	0
IDS	Uterus	0
POLA1	Uterus	0
USP9X	Uterus	0.0869565217391304
ELK1	Uterus	0
ATP6AP2	Uterus	0
LAMP2	Uterus	0
TAFAZZIN	Uterus	0
NONO	Uterus	0.0169491525423729
PPP2R3B	Uterus	0.342105263157895
MBTPS2	Uterus	0
STEEP1	Uterus	0
ZNF75D	Uterus	0
ARHGAP4	Uterus	0
LDOC1	Uterus	0
ATP6AP1	Uterus	0
NAP1L3	Uterus	0
SSR4	Uterus	0
EIF2S3	Uterus	0.260869565217391
GYG2	Uterus	0
MECP2	Uterus	0.037037037037037
SLC25A5	Uterus	0
SMIM10	Uterus	0
TSPAN6	Uterus	0.0104166666666667
VBP1	Uterus	0
ACOT9	Uterus	0
HCFC1	Uterus	0.0238095238095238
FTX	Uterus	0.0192307692307692
TMEM164	Uterus	0
MPP1	Uterus	0
ZNF449	Uterus	0
FAM3A	Uterus	0
AP1S2	Uterus	0
SMARCA1	Uterus	0
TMEM47	Uterus	0
VMA21	Uterus	0
STARD8	Uterus	0
ZFX	Uterus	0.304347826086957
APOOL	Uterus	0
NAP1L2	Uterus	0
PLXNB3	Uterus	0
PIR	Uterus	0
PHKA2	Uterus	0
ARHGAP6	Uterus	0
MAOA	Uterus	0
SHROOM4	Uterus	0
SRPK3	Uterus	0
ZBTB33	Uterus	0
BRK1P1	Uterus	0
RBM3	Uterus	0
RPGR	Uterus	0
XIAP	Uterus	0
FLNA	Uterus	0.00165562913907285
UBA1	Uterus	0.118055555555556
XIST	Uterus	0
GLA	Uterus	0
SMIM10L2B	Uterus	0
ASMTL	Uterus	0.481012658227848
F8	Uterus	0
HMGB3	Uterus	0
MIR503HG	Uterus	0
HNRNPH2	Uterus	0
GRIPAP1	Uterus	0.0166666666666667
PHF8	Uterus	0
MED12	Uterus	0
HUWE1	Uterus	0
BEX4	Uterus	0.00480769230769231
DLG3	Uterus	0
RBMX	Uterus	0
OFD1	Uterus	0.2
DDX3X	Uterus	0.35
RNF113A	Uterus	0
MORC4	Uterus	0
JADE3	Uterus	0
KLHL4	Uterus	0
IL3RA	Vagina	0.333333333333333
OPHN1	Vagina	0
INE1	Vagina	0.157894736842105
RENBP	Vagina	0.0588235294117647
MID1	Vagina	0
PRRG3	Vagina	0
CCDC22	Vagina	0.0294117647058823
TMEM187	Vagina	0
WWC3	Vagina	0
CHRDL1	Vagina	0
GAB3	Vagina	0
TRMT2B	Vagina	0
GTPBP6	Vagina	0.438613318717456
RPS6KA3	Vagina	0
TAF1	Vagina	0
TAFAZZIN	Vagina	0
OCRL	Vagina	0.025
TSPAN6	Vagina	0.059055118110236
SMC1A	Vagina	0
PLCXD1	Vagina	0.401785714285715
ELF4	Vagina	0
SLC25A5	Vagina	0.0407113894869247
SLC25A43	Vagina	0.0434782608695652
FHL1	Vagina	0.0637280416395575
IRAK1	Vagina	0.0546031746031746
DNASE1L1	Vagina	0.0212765957446809
TBL1X	Vagina	0.0232558139534884
ZRSR2	Vagina	0.230769230769231
TBC1D25	Vagina	0.0263157894736842
GABRE	Vagina	0.00485436893203883
FAM3A	Vagina	0.0466666666666666
SNX12	Vagina	0.0267857142857143
AKAP17A	Vagina	0.41802860061287
TSR2	Vagina	0
GPM6B	Vagina	0.230769230769231
NONO	Vagina	0
RTL8A	Vagina	0
STEEP1	Vagina	0
MAOA	Vagina	0.0425899732830426
CLIC2	Vagina	0
POLA1	Vagina	0
PLXNA3	Vagina	0
F8	Vagina	0
KLF8	Vagina	0
NAA10	Vagina	0.0135135135135135
SPIN3	Vagina	0
ZNF75D	Vagina	0
SLC35A2	Vagina	0
FLNA	Vagina	0.0036231884057971
MCTS1	Vagina	0
LAMP2	Vagina	0.0277777777777778
SMIM10	Vagina	0
BGN	Vagina	0
RBM41	Vagina	0
RPL10	Vagina	0
RBBP7	Vagina	0.0816326530612245
PHF6	Vagina	0
TMSB4X	Vagina	0.00206043956043956
PDZD4	Vagina	0
APOO	Vagina	0
LINC00685	Vagina	0.375
EOLA1-DT	Vagina	0
ZBED1	Vagina	0.374564459930314
CA5B	Vagina	0
ACOT9	Vagina	0
COL4A6	Vagina	0
GDI1	Vagina	0
SSR4	Vagina	0
TCEAL4	Vagina	0.0300424473067916
ASMTL	Vagina	0.449275362318841
NSDHL	Vagina	0.0303030303030303
ATP6AP2	Vagina	0
PDK3	Vagina	0
BEX4	Vagina	0.0119047619047619
TIMP1	Vagina	0.0300809040226757
PRKX	Vagina	0.307511737089201
MTMR1	Vagina	0.0096153846153846
VBP1	Vagina	0
FAM199X	Vagina	0
ELK1	Vagina	0
ATP6AP1	Vagina	0
ZBTB33	Vagina	0
MECP2	Vagina	0
GRIPAP1	Vagina	0.0714285714285715
DLG3	Vagina	0.0606960950764008
SASH3	Vagina	0
LDOC1	Vagina	0
PHKA2	Vagina	0
PIGA	Vagina	0
BCORL1	Vagina	0
HNRNPH2	Vagina	0
EIF2S3	Vagina	0.125
PPP2R3B	Vagina	0.362857142857143
RAB11FIP1P1	Vagina	0
WDR13	Vagina	0
TIMM17B	Vagina	0
TMEM164	Vagina	0
ZNF185	Vagina	0
OFD1	Vagina	0.0666666666666667
HCFC1	Vagina	0.068003144654088
ASMTL-AS1	Vagina	0.357142857142857
PIR	Vagina	0
IDS	Vagina	0.0222222222222222
FTX	Vagina	0.0064102564102564
RNF113A	Vagina	0
RBMX	Vagina	0
PLXNB3	Vagina	0
ARHGAP4	Vagina	0.0625
SLC25A6	Vagina	0.450647343832362
MED12	Vagina	0
RBM3	Vagina	0.02
MIR503HG	Vagina	0
POF1B	Vagina	0
USP11	Vagina	0
ZFX	Vagina	0.461538461538462
ARHGAP6	Vagina	0
FAAH2	Vagina	0
XIST	Vagina	0
APOOL	Vagina	0
SRPK3	Vagina	0
PNPLA4	Vagina	0.416666666666667
HMGB3	Vagina	0.0434782608695652
UBA1	Vagina	0.0444444444444444
ZNF449	Vagina	0
VMA21	Vagina	0.0480769230769231
XIAP	Vagina	0.0526315789473685
PHF8	Vagina	0.0344827586206896
RPS4X	Vagina	0.285714285714286
STARD8	Vagina	0
MORC4	Vagina	0
DDX3X	Vagina	0.231684981684982
FHL1	Whole Blood	0.363636363636364
FAM3A	Whole Blood	0
GAB3	Whole Blood	0
TMEM187	Whole Blood	0
TAFAZZIN	Whole Blood	0
PUDP	Whole Blood	0.291666666666667
NONO	Whole Blood	0
CFP	Whole Blood	0.00547445255474455
AKAP17A	Whole Blood	0.439355742296919
RTL8A	Whole Blood	0
TBL1X	Whole Blood	0
PDK3	Whole Blood	0
TIMP1	Whole Blood	0.00143884892086331
WWC3	Whole Blood	0
SLC35A2	Whole Blood	0
GTPBP6	Whole Blood	0.394871794871795
LAMP2	Whole Blood	0
ELF4	Whole Blood	0.0111111111111111
SNX12	Whole Blood	0
BCORL1	Whole Blood	0
TBC1D25	Whole Blood	0
TRMT2B	Whole Blood	0
TMEM164	Whole Blood	0.0294117647058823
SLC25A5	Whole Blood	0.0050761421319797
UBA1	Whole Blood	0.11864406779661
TSR2	Whole Blood	0
MPP1	Whole Blood	0.00588235294117645
NSDHL	Whole Blood	0
FLNA	Whole Blood	0.0105633802816901
TCEAL4	Whole Blood	0
ATP6AP2	Whole Blood	0
FTX	Whole Blood	0
PPP2R3B	Whole Blood	0.416666666666667
IRAK1	Whole Blood	0
REPS2	Whole Blood	0
YIPF6	Whole Blood	0
ZNF75D	Whole Blood	0
IDS	Whole Blood	0.00625
CXorf38	Whole Blood	0.0454545454545454
ASMTL	Whole Blood	0.391570141570141
ZBED1	Whole Blood	0.382352941176471
IL3RA	Whole Blood	0.375
ARHGAP4	Whole Blood	0.0013262599469496
ATP6AP1	Whole Blood	0.00843881856540084
P2RY8	Whole Blood	0.456354300385109
TIMM17B	Whole Blood	0
ELK1	Whole Blood	0.111111111111111
BEX4	Whole Blood	0
ACOT9	Whole Blood	0
USP11	Whole Blood	0
SLC25A6	Whole Blood	0.487342144703895
DNASE1L1	Whole Blood	0
SSR4	Whole Blood	0
NAA10	Whole Blood	0.0666666666666667
RENBP	Whole Blood	0.0119047619047619
WDR13	Whole Blood	0
CYBB	Whole Blood	0.0101522842639594
VBP1	Whole Blood	0
MED12	Whole Blood	0
RNF113A	Whole Blood	0
RBM3	Whole Blood	0.00699300699300699
CXorf65	Whole Blood	0
ZRSR2	Whole Blood	0.216216216216216
RBMX	Whole Blood	0
XIAP	Whole Blood	0
GDI1	Whole Blood	0.00350877192982456
SOWAHD	Whole Blood	0
PHKA2	Whole Blood	0.0192307692307692
SASH3	Whole Blood	0.0161801801801802
GRIPAP1	Whole Blood	0
TMSB4X	Whole Blood	0.00167399037455535
RBBP7	Whole Blood	0.0769230769230769
BTK	Whole Blood	0
EIF2S3	Whole Blood	0.145833333333333
HNRNPH2	Whole Blood	0
RBBP7	Adipose - Subcutaneous	0.105263157894737
SEPTIN6	Adipose - Subcutaneous	0.0303030303030303
DKC1	Adipose - Subcutaneous	0
HCCS	Adipose - Subcutaneous	0
PCSK1N	Adipose - Subcutaneous	0.25
PRKX	Adipose - Subcutaneous	0.355555555555556
TENM1	Adipose - Subcutaneous	0.0789473684210525
ASMTL	Adipose - Subcutaneous	0.465753424657534
CD99L2	Adipose - Subcutaneous	0.00970873786407767
DLG3	Adipose - Subcutaneous	0.0625
NAP1L3	Adipose - Subcutaneous	0
GABRE	Adipose - Subcutaneous	0.05
FTX	Adipose - Subcutaneous	0.0277777777777778
ACOT9	Adipose - Subcutaneous	0.0320422535211268
XPNPEP2	Adipose - Subcutaneous	0
PUDP	Adipose - Subcutaneous	0.4
LINC00106	Adipose - Subcutaneous	0.3
C1GALT1C1	Adipose - Subcutaneous	0.0416666666666667
FAM199X	Adipose - Subcutaneous	0
CLIC2	Adipose - Subcutaneous	0.0612244897959184
MAOA	Adipose - Subcutaneous	0.0311137475900935
MPP1	Adipose - Subcutaneous	0.0285714285714286
NHSL2	Adipose - Subcutaneous	0
STS	Adipose - Subcutaneous	0.318181818181818
HDAC8	Adipose - Subcutaneous	0
BCORL1	Adipose - Subcutaneous	0
LINC01278	Adipose - Subcutaneous	0.0277777777777778
THOC2	Adipose - Subcutaneous	0.0434782608695652
MSL3	Adipose - Subcutaneous	0
PGK1	Adipose - Subcutaneous	0.108150470219436
DMD	Adipose - Subcutaneous	0
SSR4	Adipose - Subcutaneous	0.0958333333333334
MTMR1	Adipose - Subcutaneous	0.0294117647058823
TFE3	Adipose - Subcutaneous	0.0331168831168831
ATRX	Adipose - Subcutaneous	0.0294117647058823
TXLNG	Adipose - Subcutaneous	0.270012315270936
NLGN4X	Adipose - Subcutaneous	0
TIMM17B	Adipose - Subcutaneous	0.0161290322580645
CFP	Adipose - Subcutaneous	0
AKAP17A	Adipose - Subcutaneous	0.477848101265823
GTPBP6	Adipose - Subcutaneous	0.361111111111111
GPC4	Adipose - Subcutaneous	0
PHF6	Adipose - Subcutaneous	0.05
ATP7A	Adipose - Subcutaneous	0.0454545454545454
MXRA5	Adipose - Subcutaneous	0.0467289719626168
BGN	Adipose - Subcutaneous	0.0263157894736842
INTS6L	Adipose - Subcutaneous	0
G6PD	Adipose - Subcutaneous	0.0166666666666667
PHF8	Adipose - Subcutaneous	0
BTK	Adipose - Subcutaneous	0
XIAP	Adipose - Subcutaneous	0.021780303030303
UBL4A	Adipose - Subcutaneous	0
DYNLT3	Adipose - Subcutaneous	0.0454545454545455
ZNF449	Adipose - Subcutaneous	0.03125
KANTR	Adipose - Subcutaneous	0
MCTS1	Adipose - Subcutaneous	0
ANOS1	Adipose - Subcutaneous	0
UBQLN2	Adipose - Subcutaneous	0.065126050420168
GAB3	Adipose - Subcutaneous	0.0166666666666666
BRWD3	Adipose - Subcutaneous	0.0555555555555555
AVPR2	Adipose - Subcutaneous	0.115384615384616
MAMLD1	Adipose - Subcutaneous	0.0209311424100156
SMIM10	Adipose - Subcutaneous	0
USP9X	Adipose - Subcutaneous	0.214285714285714
ZNF674-AS1	Adipose - Subcutaneous	0
SLC25A6	Adipose - Subcutaneous	0.46495841161616
SHROOM4	Adipose - Subcutaneous	0
TSR2	Adipose - Subcutaneous	0.0151515151515152
IDH3G	Adipose - Subcutaneous	0
ELF4	Adipose - Subcutaneous	0.05
RPGR	Adipose - Subcutaneous	0.0263157894736842
APOOL	Adipose - Subcutaneous	0
OFD1	Adipose - Subcutaneous	0
DIPK2B	Adipose - Subcutaneous	0.128326540397986
PLXNB3	Adipose - Subcutaneous	0.025
PRPS2	Adipose - Subcutaneous	0
GRIPAP1	Adipose - Subcutaneous	0.0725108225108224
TMEM164	Adipose - Subcutaneous	0.05
FAM3A	Adipose - Subcutaneous	0.0303675754625122
TMEM185A	Adipose - Subcutaneous	0
PRICKLE3	Adipose - Subcutaneous	0.05
IDS	Adipose - Subcutaneous	0.0138116425658138
TMSB4X	Adipose - Subcutaneous	0.015
MAP7D3	Adipose - Subcutaneous	0
XG	Adipose - Subcutaneous	0.342857142857143
LAMP2	Adipose - Subcutaneous	0.0519509981851179
SLC25A5	Adipose - Subcutaneous	0.0256823554695895
NKAP	Adipose - Subcutaneous	0
BEX4	Adipose - Subcutaneous	0
DDX3X	Adipose - Subcutaneous	0.272995780590717
GPR173	Adipose - Subcutaneous	0
VMA21	Adipose - Subcutaneous	0.0078125
TRAPPC2	Adipose - Subcutaneous	0.0714285714285714
OGT	Adipose - Subcutaneous	0.0108108108108108
SASH3	Adipose - Subcutaneous	0
CCDC22	Adipose - Subcutaneous	0.0625
RTL5	Adipose - Subcutaneous	0
SPIN3	Adipose - Subcutaneous	0
PLXNA3	Adipose - Subcutaneous	0
SLC25A43	Adipose - Subcutaneous	0.0284848484848485
WWC3	Adipose - Subcutaneous	0.024390243902439
PLCXD1	Adipose - Subcutaneous	0.301470588235294
ARMCX4	Adipose - Subcutaneous	0
NONO	Adipose - Subcutaneous	0
CXorf38	Adipose - Subcutaneous	0.11025641025641
CYBB	Adipose - Subcutaneous	0.00403225806451613
MED14	Adipose - Subcutaneous	0.0526315789473685
ARHGAP4	Adipose - Subcutaneous	0.0137012012012012
RTL8B	Adipose - Subcutaneous	0.0192307692307692
PDZD4	Adipose - Subcutaneous	0.111111111111111
TMEM47	Adipose - Subcutaneous	0.025462962962963
IL3RA	Adipose - Subcutaneous	0.206896551724138
MOSPD2	Adipose - Subcutaneous	0
HTATSF1	Adipose - Subcutaneous	0
ZMYM3	Adipose - Subcutaneous	0.0789473684210526
PJA1	Adipose - Subcutaneous	0
CD99P1	Adipose - Subcutaneous	0.289525691699605
TBL1X	Adipose - Subcutaneous	0.0138888888888889
CD99	Adipose - Subcutaneous	0.362511960196466
ARSD	Adipose - Subcutaneous	0.280112044817928
TAB3	Adipose - Subcutaneous	0
KRBOX4	Adipose - Subcutaneous	0
STARD8	Adipose - Subcutaneous	0.0434027777777778
SNX12	Adipose - Subcutaneous	0
DDX3X	Artery - Tibial	0.282407407407407
TFE3	Artery - Tibial	0.019848831300813
XK	Artery - Tibial	0.0185185185185185
CD99L2	Artery - Tibial	0.0451612903225806
STEEP1	Artery - Tibial	0.0455938697318007
IDH3G	Artery - Tibial	0.0285714285714286
MPP1	Artery - Tibial	0.0227272727272727
CD99P1	Artery - Tibial	0.0833333333333335
ASMTL	Artery - Tibial	0.427350427350427
INTS6L	Artery - Tibial	0.0952380952380952
DKC1	Artery - Tibial	0.0298507462686567
RGN	Artery - Tibial	0
TXLNG	Artery - Tibial	0.214743589743589
GRIPAP1	Artery - Tibial	0.0555555555555555
PTCHD1	Artery - Tibial	0.05
MAOA	Artery - Tibial	0.0398529645104988
TMEM164	Artery - Tibial	0
ZNF449	Artery - Tibial	0
SEPTIN6	Artery - Tibial	0.0625
ARMCX4	Artery - Tibial	0.0303030303030303
TSR2	Artery - Tibial	0.0216450216450216
STS	Artery - Tibial	0.205882352941176
RAB9B	Artery - Tibial	0
SLC25A14	Artery - Tibial	0
CHST7	Artery - Tibial	0.0909090909090909
PHF8	Artery - Tibial	0.0151515151515152
FAM199X	Artery - Tibial	0.133333333333333
DYNLT3	Artery - Tibial	0.0504587155963303
MTMR1	Artery - Tibial	0.0454081632653061
GABRE	Artery - Tibial	0
HTATSF1	Artery - Tibial	0.0137931034482759
TAB3	Artery - Tibial	0.0555555555555555
GPC4	Artery - Tibial	0.0217391304347826
MED12	Artery - Tibial	0.111111111111111
BRWD3	Artery - Tibial	0
TMEM185A	Artery - Tibial	0.125
CXorf38	Artery - Tibial	0.0333333333333333
TMEM47	Artery - Tibial	0.0190136660724897
IDS	Artery - Tibial	0.053639846743295
TRMT2B	Artery - Tibial	0.166666666666667
G6PD	Artery - Tibial	0.0333333333333333
PGK1	Artery - Tibial	0.0333333333333333
PHF6	Artery - Tibial	0.0588235294117647
CLCN4	Artery - Tibial	0
NHSL2	Artery - Tibial	0
PCYT1B	Artery - Tibial	0
COL4A6	Artery - Tibial	0.0480196886446887
RBBP7	Artery - Tibial	0.0588235294117647
PLCXD1	Artery - Tibial	0.384615384615385
RTL8B	Artery - Tibial	0.0205128205128205
DLG3	Artery - Tibial	0.0506122448979592
TIMM17B	Artery - Tibial	0.0298804780876494
NAP1L3	Artery - Tibial	0.0231578947368421
PUDP	Artery - Tibial	0.261904761904762
L1CAM	Artery - Tibial	0
ZMAT1	Artery - Tibial	0.01
PDZD4	Artery - Tibial	0.075595238095238
PJA1	Artery - Tibial	0.0197609408135724
WWC3	Artery - Tibial	0.0327868852459016
SLC25A6	Artery - Tibial	0.446048368089879
ZNF674-AS1	Artery - Tibial	0
TBL1X	Artery - Tibial	0.0229827145182544
POLA1	Artery - Tibial	0
TRAPPC2	Artery - Tibial	0
ARHGAP4	Artery - Tibial	0.0900537634408602
PLXNB3	Artery - Tibial	0.0188679245283019
ZNF81	Artery - Tibial	0
NKAP	Artery - Tibial	0.0555555555555556
SSR4	Artery - Tibial	0.030359820089955
TSPYL2	Artery - Tibial	0.0909090909090909
PLXNA3	Artery - Tibial	0.103372434017595
PABPC5	Artery - Tibial	0.0833333333333333
CLIC2	Artery - Tibial	0.0909090909090909
HDX	Artery - Tibial	0.0692640692640693
DMD	Artery - Tibial	0.0561603166749134
PDK3	Artery - Tibial	0.142857142857143
BGN	Artery - Tibial	0.0428843635311496
SLC25A5	Artery - Tibial	0.0341955579631636
ZNF41	Artery - Tibial	0
APOOL	Artery - Tibial	0
MAGEE1	Artery - Tibial	0
SMIM10	Artery - Tibial	0.0122725036891293
ARAF	Artery - Tibial	0.0606060606060606
